id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed,abstract_len_chars,abstract_len_words,categories_list,num_authors,has_doi,year
704.3453,Tshilidzi Marwala,"S. Mohamed, D. Rubin, and T. Marwala","An Adaptive Strategy for the Classification of G-Protein Coupled
  Receptors","9 pages, 5 tables, 3 figures",,,,cs.AI q-bio.QM,,"One of the major problems in computational biology is the inability of
existing classification models to incorporate expanding and new domain
knowledge. This problem of static classification models is addressed in this
paper by the introduction of incremental learning for problems in
bioinformatics. Many machine learning tools have been applied to this problem
using static machine learning structures such as neural networks or support
vector machines that are unable to accommodate new information into their
existing models. We utilize the fuzzy ARTMAP as an alternate machine learning
system that has the ability of incrementally learning new data as it becomes
available. The fuzzy ARTMAP is found to be comparable to many of the widespread
machine learning systems. The use of an evolutionary strategy in the selection
and combination of individual classifiers into an ensemble system, coupled with
the incremental learning ability of the fuzzy ARTMAP is proven to be suitable
as a pattern classifier. The algorithm presented is tested using data from the
G-Coupled Protein Receptors Database and shows good accuracy of 83%. The system
presented is also generally applicable, and can be used in problems in genomics
and proteomics.","[{'version': 'v1', 'created': 'Wed, 25 Apr 2007 21:23:31 GMT'}]",2007-06-25,"[['Mohamed', 'S.', ''], ['Rubin', 'D.', ''], ['Marwala', 'T.', '']]",1239,190,"['cs.AI', 'q-bio.QM']",3,0,2007
704.3515,Jegor Uglov Mr,"J. Uglov, V. Schetinin, C. Maple","Comparing Robustness of Pairwise and Multiclass Neural-Network Systems
  for Face Recognition",,,10.1155/2008/468693,,cs.AI,,"Noise, corruptions and variations in face images can seriously hurt the
performance of face recognition systems. To make such systems robust,
multiclass neuralnetwork classifiers capable of learning from noisy data have
been suggested. However on large face data sets such systems cannot provide the
robustness at a high level. In this paper we explore a pairwise neural-network
system as an alternative approach to improving the robustness of face
recognition. In our experiments this approach is shown to outperform the
multiclass neural-network system in terms of the predictive accuracy on the
face images corrupted by noise.","[{'version': 'v1', 'created': 'Thu, 26 Apr 2007 11:29:19 GMT'}]",2016-02-17,"[['Uglov', 'J.', ''], ['Schetinin', 'V.', ''], ['Maple', 'C.', '']]",629,95,['cs.AI'],3,1,2016
704.3662,Tian-Jian Jiang,"Mike Tian-Jian Jiang, James Zhan, Jaimie Lin, Jerry Lin, Wen-Lien Hsu",An Automated Evaluation Metric for Chinese Text Entry,8 pages,"Jiang, Mike Tian-Jian, et al. ""Robustness analysis of adaptive
  chinese input methods."" Advances in Text Input Methods (WTIM 2011) (2011): 53",,,cs.HC cs.CL,,"In this paper, we propose an automated evaluation metric for text entry. We
also consider possible improvements to existing text entry evaluation metrics,
such as the minimum string distance error rate, keystrokes per character, cost
per correction, and a unified approach proposed by MacKenzie, so they can
accommodate the special characteristics of Chinese text. Current methods lack
an integrated concern about both typing speed and accuracy for Chinese text
entry evaluation. Our goal is to remove the bias that arises due to human
factors. First, we propose a new metric, called the correction penalty (P),
based on Fitts' law and Hick's law. Next, we transform it into the approximate
amortized cost (AAC) of information theory. An analysis of the AAC of Chinese
text input methods with different context lengths is also presented.","[{'version': 'v1', 'created': 'Fri, 27 Apr 2007 05:34:10 GMT'}]",2013-10-29,"[['Jiang', 'Mike Tian-Jian', ''], ['Zhan', 'James', ''], ['Lin', 'Jaimie', ''], ['Lin', 'Jerry', ''], ['Hsu', 'Wen-Lien', '']]",837,132,"['cs.HC', 'cs.CL']",5,0,2013
704.3665,Tian-Jian Jiang,"Mike Tian-Jian Jiang, Deng Liu, Meng-Juei Hsieh, Wen-Lien Hsu",On the Development of Text Input Method - Lessons Learned,10 pages,,,,cs.CL cs.HC,,"Intelligent Input Methods (IM) are essential for making text entries in many
East Asian scripts, but their application to other languages has not been fully
explored. This paper discusses how such tools can contribute to the development
of computer processing of other oriental languages. We propose a design
philosophy that regards IM as a text service platform, and treats the study of
IM as a cross disciplinary subject from the perspectives of software
engineering, human-computer interaction (HCI), and natural language processing
(NLP). We discuss these three perspectives and indicate a number of possible
future research directions.","[{'version': 'v1', 'created': 'Fri, 27 Apr 2007 05:58:32 GMT'}]",2007-05-23,"[['Jiang', 'Mike Tian-Jian', ''], ['Liu', 'Deng', ''], ['Hsieh', 'Meng-Juei', ''], ['Hsu', 'Wen-Lien', '']]",640,96,"['cs.CL', 'cs.HC']",4,0,2007
704.3708,Bernat Corominas-Murtra BCM,Bernat Corominas-Murtra,Network statistics on early English Syntax: Structural criteria,"New abstract. Due to a mistake, abstract from V1 was from an old,
  draft version of the work. The content of the paper is exactly the same,
  except on section ""measures"" where a new cite has been added. 28 pag",,,,cs.CL,,"This paper includes a reflection on the role of networks in the study of
English language acquisition, as well as a collection of practical criteria to
annotate free-speech corpora from children utterances. At the theoretical
level, the main claim of this paper is that syntactic networks should be
interpreted as the outcome of the use of the syntactic machinery. Thus, the
intrinsic features of such machinery are not accessible directly from (known)
network properties. Rather, what one can see are the global patterns of its use
and, thus, a global view of the power and organization of the underlying
grammar. Taking a look into more practical issues, the paper examines how to
build a net from the projection of syntactic relations. Recall that, as opposed
to adult grammars, early-child language has not a well-defined concept of
structure. To overcome such difficulty, we develop a set of systematic criteria
assuming constituency hierarchy and a grammar based on lexico-thematic
relations. At the end, what we obtain is a well defined corpora annotation that
enables us i) to perform statistics on the size of structures and ii) to build
a network from syntactic relations over which we can perform the standard
measures of complexity. We also provide a detailed example.","[{'version': 'v1', 'created': 'Fri, 27 Apr 2007 17:13:37 GMT'}, {'version': 'v2', 'created': 'Mon, 30 Apr 2007 10:06:50 GMT'}]",2007-05-23,"[['Corominas-Murtra', 'Bernat', '']]",1280,207,['cs.CL'],1,0,2007
704.3886,W Saba,Walid S. Saba,A Note on Ontology and Ordinary Language,"19 pages, 1 figure",,,,cs.AI cs.CL,,"We argue for a compositional semantics grounded in a strongly typed ontology
that reflects our commonsense view of the world and the way we talk about it.
Assuming such a structure we show that the semantics of various natural
language phenomena may become nearly trivial.","[{'version': 'v1', 'created': 'Mon, 30 Apr 2007 17:55:39 GMT'}, {'version': 'v2', 'created': 'Tue, 1 May 2007 13:43:32 GMT'}, {'version': 'v3', 'created': 'Wed, 2 May 2007 18:13:22 GMT'}, {'version': 'v4', 'created': 'Thu, 3 May 2007 08:34:47 GMT'}, {'version': 'v5', 'created': 'Fri, 4 May 2007 17:49:03 GMT'}, {'version': 'v6', 'created': 'Mon, 7 May 2007 16:04:50 GMT'}]",2007-05-23,"[['Saba', 'Walid S.', '']]",272,45,"['cs.AI', 'cs.CL']",1,0,2007
704.3905,Marc Schoenauer,"Christian Gagn\'e (INFORMATIQUE WGZ INC.), Mich\`ele Sebag (INRIA
  Futurs), Marc Schoenauer (INRIA Futurs), Marco Tomassini (ISI)",Ensemble Learning for Free with Evolutionary Algorithms ?,,Dans GECCO (2007),,,cs.AI,,"Evolutionary Learning proceeds by evolving a population of classifiers, from
which it generally returns (with some notable exceptions) the single
best-of-run classifier as final result. In the meanwhile, Ensemble Learning,
one of the most efficient approaches in supervised Machine Learning for the
last decade, proceeds by building a population of diverse classifiers. Ensemble
Learning with Evolutionary Computation thus receives increasing attention. The
Evolutionary Ensemble Learning (EEL) approach presented in this paper features
two contributions. First, a new fitness function, inspired by co-evolution and
enforcing the classifier diversity, is presented. Further, a new selection
criterion based on the classification margin is proposed. This criterion is
used to extract the classifier ensemble from the final population only
(Off-line) or incrementally along evolution (On-line). Experiments on a set of
benchmark problems show that Off-line outperforms single-hypothesis
evolutionary learning and state-of-art Boosting and generates smaller
classifier ensembles.","[{'version': 'v1', 'created': 'Mon, 30 Apr 2007 09:29:22 GMT'}]",2007-05-23,"[['Gagné', 'Christian', '', 'INFORMATIQUE WGZ INC.'], ['Sebag', 'Michèle', '', 'INRIA\n  Futurs'], ['Schoenauer', 'Marc', '', 'INRIA Futurs'], ['Tomassini', 'Marco', '', 'ISI']]",1076,143,['cs.AI'],4,0,2007
705.0025,Andreas Martin Lisewski,Andreas Martin Lisewski,Can the Internet cope with stress?,4 pages,,,,cs.HC cs.AI,,"When will the Internet become aware of itself? In this note the problem is
approached by asking an alternative question: Can the Internet cope with
stress? By extrapolating the psychological difference between coping and
defense mechanisms a distributed software experiment is outlined which could
reject the hypothesis that the Internet is not a conscious entity.","[{'version': 'v1', 'created': 'Tue, 1 May 2007 15:44:17 GMT'}]",2007-05-23,"[['Lisewski', 'Andreas Martin', '']]",364,55,"['cs.HC', 'cs.AI']",1,0,2007
705.0197,Tshilidzi Marwala,"Tshilidzi Marwala, Unathi Mahola and Snehashish Chakraverty","Fault Classification in Cylinders Using Multilayer Perceptrons, Support
  Vector Machines and Guassian Mixture Models","10 pages, 2 figures, 4 tables","Computer Assisted Mechanics and Engineering Sciences, Vol. 14, No.
  2, 2007.",,,cs.AI,,"Gaussian mixture models (GMM) and support vector machines (SVM) are
introduced to classify faults in a population of cylindrical shells. The
proposed procedures are tested on a population of 20 cylindrical shells and
their performance is compared to the procedure, which uses multi-layer
perceptrons (MLP). The modal properties extracted from vibration data are used
to train the GMM, SVM and MLP. It is observed that the GMM produces 98%, SVM
produces 94% classification accuracy while the MLP produces 88% classification
rates.","[{'version': 'v1', 'created': 'Wed, 2 May 2007 03:13:28 GMT'}]",2007-05-23,"[['Marwala', 'Tshilidzi', ''], ['Mahola', 'Unathi', ''], ['Chakraverty', 'Snehashish', '']]",529,81,['cs.AI'],2,0,2007
705.0199,Erik Berglund,"Erik Berglund, Joaquin Sitte",The Parameter-Less Self-Organizing Map algorithm,"29 pages, 27 figures. Based on publication in IEEE Trans. on Neural
  Networks","IEEE Transactions on Neural Networks, 2006 v.17, n.2, pp.305-316",,,cs.NE cs.AI cs.CV,,"The Parameter-Less Self-Organizing Map (PLSOM) is a new neural network
algorithm based on the Self-Organizing Map (SOM). It eliminates the need for a
learning rate and annealing schemes for learning rate and neighbourhood size.
We discuss the relative performance of the PLSOM and the SOM and demonstrate
some tasks in which the SOM fails but the PLSOM performs satisfactory. Finally
we discuss some example applications of the PLSOM and present a proof of
ordering under certain limited conditions.","[{'version': 'v1', 'created': 'Wed, 2 May 2007 04:04:51 GMT'}, {'version': 'v2', 'created': 'Tue, 8 May 2007 01:06:10 GMT'}]",2007-05-23,"[['Berglund', 'Erik', ''], ['Sitte', 'Joaquin', '']]",499,78,"['cs.NE', 'cs.AI', 'cs.CV']",2,0,2007
705.0462,Nicolas Tabareau,"Paul-Andr\'e Melli\`es (PPS), Nicolas Tabareau (PPS)",Resource modalities in game semantics,,,,,math.CT cs.CL,,"The description of resources in game semantics has never achieved the
simplicity and precision of linear logic, because of a misleading conception:
the belief that linear logic is more primitive than game semantics. We advocate
instead the contrary: that game semantics is conceptually more primitive than
linear logic. Starting from this revised point of view, we design a categorical
model of resources in game semantics, and construct an arena game model where
the usual notion of bracketing is extended to multi- bracketing in order to
capture various resource policies: linear, af&#64257;ne and exponential.","[{'version': 'v1', 'created': 'Thu, 3 May 2007 13:44:54 GMT'}]",2007-05-23,"[['Melliès', 'Paul-André', '', 'PPS'], ['Tabareau', 'Nicolas', '', 'PPS']]",612,93,"['math.CT', 'cs.CL']",2,0,2007
705.0588,Edgar Graaf de,"Edgar H. de Graaf, Joost N. Kok, Walter A. Kosters",Clustering Co-occurrence of Maximal Frequent Patterns in Streams,,,,,cs.AI cs.DS,,"One way of getting a better view of data is using frequent patterns. In this
paper frequent patterns are subsets that occur a minimal number of times in a
stream of itemsets. However, the discovery of frequent patterns in streams has
always been problematic. Because streams are potentially endless it is in
principle impossible to say if a pattern is often occurring or not. Furthermore
the number of patterns can be huge and a good overview of the structure of the
stream is lost quickly. The proposed approach will use clustering to facilitate
the analysis of the structure of the stream.
  A clustering on the co-occurrence of patterns will give the user an improved
view on the structure of the stream. Some patterns might occur so much together
that they should form a combined pattern. In this way the patterns in the
clustering will be the largest frequent patterns: maximal frequent patterns.
  Our approach to decide if patterns occur often together will be based on a
method of clustering when only the distance between pairs is known. The number
of maximal frequent patterns is much smaller and combined with clustering
methods these patterns provide a good view on the structure of the stream.","[{'version': 'v1', 'created': 'Fri, 4 May 2007 10:36:53 GMT'}]",2007-05-23,"[['de Graaf', 'Edgar H.', ''], ['Kok', 'Joost N.', ''], ['Kosters', 'Walter A.', '']]",1206,203,"['cs.AI', 'cs.DS']",3,0,2007
705.0593,Edgar Graaf de,"Edgar H. de Graaf, Joost N. Kok, Walter A. Kosters",Clustering with Lattices in the Analysis of Graph Patterns,,,,,cs.AI cs.DS,,"Mining frequent subgraphs is an area of research where we have a given set of
graphs (each graph can be seen as a transaction), and we search for (connected)
subgraphs contained in many of these graphs. In this work we will discuss
techniques used in our framework Lattice2SAR for mining and analysing frequent
subgraph data and their corresponding lattice information. Lattice information
is provided by the graph mining algorithm gSpan; it contains all
supergraph-subgraph relations of the frequent subgraph patterns -- and their
supports.
  Lattice2SAR is in particular used in the analysis of frequent graph patterns
where the graphs are molecules and the frequent subgraphs are fragments. In the
analysis of fragments one is interested in the molecules where patterns occur.
This data can be very extensive and in this paper we focus on a technique of
making it better available by using the lattice information in our clustering.
Now we can reduce the number of times the highly compressed occurrence data
needs to be accessed by the user. The user does not have to browse all the
occurrence data in search of patterns occurring in the same molecules. Instead
one can directly see which frequent subgraphs are of interest.","[{'version': 'v1', 'created': 'Fri, 4 May 2007 10:52:28 GMT'}]",2007-05-23,"[['de Graaf', 'Edgar H.', ''], ['Kok', 'Joost N.', ''], ['Kosters', 'Walter A.', '']]",1228,200,"['cs.AI', 'cs.DS']",3,0,2007
705.0693,Tshilidzi Marwala,Evan Hurwitz and Tshilidzi Marwala,Learning to Bluff,6 pages,,,,cs.AI,,"The act of bluffing confounds game designers to this day. The very nature of
bluffing is even open for debate, adding further complication to the process of
creating intelligent virtual players that can bluff, and hence play,
realistically. Through the use of intelligent, learning agents, and carefully
designed agent outlooks, an agent can in fact learn to predict its opponents
reactions based not only on its own cards, but on the actions of those around
it. With this wider scope of understanding, an agent can in learn to bluff its
opponents, with the action representing not an illogical action, as bluffing is
often viewed, but rather as an act of maximising returns through an effective
statistical optimisation. By using a tee dee lambda learning algorithm to
continuously adapt neural network agent intelligence, agents have been shown to
be able to learn to bluff without outside prompting, and even to learn to call
each others bluffs in free, competitive play.","[{'version': 'v1', 'created': 'Mon, 7 May 2007 19:15:24 GMT'}]",2007-05-23,"[['Hurwitz', 'Evan', ''], ['Marwala', 'Tshilidzi', '']]",974,159,['cs.AI'],1,0,2007
705.0734,Sanjiang Li,Sanjiang Li and Mingsheng Ying,Soft constraint abstraction based on semiring homomorphism,"18 pages, 1 figure","Theoretical Computer Science 403(2-3) 192-201, 2008",10.1016/j.tcs.2008.03.029,,cs.AI,,"The semiring-based constraint satisfaction problems (semiring CSPs), proposed
by Bistarelli, Montanari and Rossi \cite{BMR97}, is a very general framework of
soft constraints. In this paper we propose an abstraction scheme for soft
constraints that uses semiring homomorphism. To find optimal solutions of the
concrete problem, the idea is, first working in the abstract problem and
finding its optimal solutions, then using them to solve the concrete problem.
  In particular, we show that a mapping preserves optimal solutions if and only
if it is an order-reflecting semiring homomorphism. Moreover, for a semiring
homomorphism $\alpha$ and a problem $P$ over $S$, if $t$ is optimal in
$\alpha(P)$, then there is an optimal solution $\bar{t}$ of $P$ such that
$\bar{t}$ has the same value as $t$ in $\alpha(P)$.","[{'version': 'v1', 'created': 'Sat, 5 May 2007 08:47:31 GMT'}]",2010-07-01,"[['Li', 'Sanjiang', ''], ['Ying', 'Mingsheng', '']]",814,125,['cs.AI'],1,1,2010
705.076,Sujay Sanghavi,Sujay Sanghavi,"Equivalence of LP Relaxation and Max-Product for Weighted Matching in
  General Graphs","6 pages, 2 figures",,,,cs.IT cs.AI cs.LG cs.NI math.IT,,"Max-product belief propagation is a local, iterative algorithm to find the
mode/MAP estimate of a probability distribution. While it has been successfully
employed in a wide variety of applications, there are relatively few
theoretical guarantees of convergence and correctness for general loopy graphs
that may have many short cycles. Of these, even fewer provide exact ``necessary
and sufficient'' characterizations.
  In this paper we investigate the problem of using max-product to find the
maximum weight matching in an arbitrary graph with edge weights. This is done
by first constructing a probability distribution whose mode corresponds to the
optimal matching, and then running max-product. Weighted matching can also be
posed as an integer program, for which there is an LP relaxation. This
relaxation is not always tight. In this paper we show that \begin{enumerate}
\item If the LP relaxation is tight, then max-product always converges, and
that too to the correct answer. \item If the LP relaxation is loose, then
max-product does not converge. \end{enumerate} This provides an exact,
data-dependent characterization of max-product performance, and a precise
connection to LP relaxation, which is a well-studied optimization technique.
Also, since LP relaxation is known to be tight for bipartite graphs, our
results generalize other recent results on using max-product to find weighted
matchings in bipartite graphs.","[{'version': 'v1', 'created': 'Sat, 5 May 2007 18:57:47 GMT'}]",2007-07-13,"[['Sanghavi', 'Sujay', '']]",1431,213,"['cs.IT', 'cs.AI', 'cs.LG', 'cs.NI', 'math.IT']",1,0,2007
705.0761,Tshilidzi Marwala,Tshilidzi Marwala and Bodie Crossingham,Bayesian Approach to Neuro-Rough Models,"24 pages, 5 figures, 1 table",,,,cs.AI,,"This paper proposes a neuro-rough model based on multi-layered perceptron and
rough set. The neuro-rough model is then tested on modelling the risk of HIV
from demographic data. The model is formulated using Bayesian framework and
trained using Monte Carlo method and Metropolis criterion. When the model was
tested to estimate the risk of HIV infection given the demographic data it was
found to give the accuracy of 62%. The proposed model is able to combine the
accuracy of the Bayesian MLP model and the transparency of Bayesian rough set
model.","[{'version': 'v1', 'created': 'Sun, 6 May 2007 22:55:58 GMT'}, {'version': 'v2', 'created': 'Wed, 9 May 2007 04:13:04 GMT'}, {'version': 'v3', 'created': 'Tue, 28 Aug 2007 09:24:46 GMT'}]",2007-08-28,"[['Marwala', 'Tshilidzi', ''], ['Crossingham', 'Bodie', '']]",549,91,['cs.AI'],1,0,2007
705.0969,Tshilidzi Marwala,"Ishmael S. Msiza, Fulufhelo V. Nelwamondo and Tshilidzi Marwala","Artificial Neural Networks and Support Vector Machines for Water Demand
  Time Series Forecasting",6 pages,,,,cs.AI,,"Water plays a pivotal role in many physical processes, and most importantly
in sustaining human life, animal life and plant life. Water supply entities
therefore have the responsibility to supply clean and safe water at the rate
required by the consumer. It is therefore necessary to implement mechanisms and
systems that can be employed to predict both short-term and long-term water
demands. The increasingly growing field of computational intelligence
techniques has been proposed as an efficient tool in the modelling of dynamic
phenomena. The primary objective of this paper is to compare the efficiency of
two computational intelligence techniques in water demand forecasting. The
techniques under comparison are the Artificial Neural Networks (ANNs) and the
Support Vector Machines (SVMs). In this study it was observed that the ANNs
perform better than the SVMs. This performance is measured against the
generalisation ability of the two.","[{'version': 'v1', 'created': 'Mon, 7 May 2007 19:00:28 GMT'}]",2007-05-23,"[['Msiza', 'Ishmael S.', ''], ['Nelwamondo', 'Fulufhelo V.', ''], ['Marwala', 'Tshilidzi', '']]",946,144,['cs.AI'],2,0,2007
705.1031,Tshilidzi Marwala,F.V. Nelwamondo and T. Marwala,"Fuzzy Artmap and Neural Network Approach to Online Processing of Inputs
  with Missing Values",7 pages,,,,cs.AI,,"An ensemble based approach for dealing with missing data, without predicting
or imputing the missing values is proposed. This technique is suitable for
online operations of neural networks and as a result, is used for online
condition monitoring. The proposed technique is tested in both classification
and regression problems. An ensemble of Fuzzy-ARTMAPs is used for
classification whereas an ensemble of multi-layer perceptrons is used for the
regression problem. Results obtained using this ensemble-based technique are
compared to those obtained using a combination of auto-associative neural
networks and genetic algorithms and findings show that this method can perform
up to 9% better in regression problems. Another advantage of the proposed
technique is that it eliminates the need for finding the best estimate of the
data, and hence, saves time.","[{'version': 'v1', 'created': 'Tue, 8 May 2007 05:12:01 GMT'}]",2007-05-23,"[['Nelwamondo', 'F. V.', ''], ['Marwala', 'T.', '']]",857,129,['cs.AI'],1,0,2007
705.111,Edgar Graaf de,Edgar de Graaf Joost Kok Walter Kosters,Mining Patterns with a Balanced Interval,,,,,cs.AI cs.DB,,"In many applications it will be useful to know those patterns that occur with
a balanced interval, e.g., a certain combination of phone numbers are called
almost every Friday or a group of products are sold a lot on Tuesday and
Thursday.
  In previous work we proposed a new measure of support (the number of
occurrences of a pattern in a dataset), where we count the number of times a
pattern occurs (nearly) in the middle between two other occurrences. If the
number of non-occurrences between two occurrences of a pattern stays almost the
same then we call the pattern balanced.
  It was noticed that some very frequent patterns obviously also occur with a
balanced interval, meaning in every transaction. However more interesting
patterns might occur, e.g., every three transactions. Here we discuss a
solution using standard deviation and average. Furthermore we propose a simpler
approach for pruning patterns with a balanced interval, making estimating the
pruning threshold more intuitive.","[{'version': 'v1', 'created': 'Tue, 8 May 2007 15:22:38 GMT'}]",2007-05-23,"[['Kosters', 'Edgar de Graaf Joost Kok Walter', '']]",997,160,"['cs.AI', 'cs.DB']",1,0,2007
705.1161,Lillian Lee,Lillian Lee,"IDF revisited: A simple new derivation within the Robertson-Sp\""arck
  Jones probabilistic model","To appear, Proceedings of SIGIR 2007, poster paper (2 pages)",,,,cs.IR cs.CL,,"There have been a number of prior attempts to theoretically justify the
effectiveness of the inverse document frequency (IDF). Those that take as their
starting point Robertson and Sparck Jones's probabilistic model are based on
strong or complex assumptions. We show that a more intuitively plausible
assumption suffices. Moreover, the new assumption, while conceptually very
simple, provides a solution to an estimation problem that had been deemed
intractable by Robertson and Walker (1997).","[{'version': 'v1', 'created': 'Tue, 8 May 2007 20:08:13 GMT'}]",2007-05-23,"[['Lee', 'Lillian', '']]",494,73,"['cs.IR', 'cs.CL']",1,0,2007
705.1209,Tshilidzi Marwala,"E. Habtemariam, T. Marwala and M. Lagazio",Artificial Intelligence for Conflict Management,20 pages,,,,cs.AI,,"Militarised conflict is one of the risks that have a significant impact on
society. Militarised Interstate Dispute (MID) is defined as an outcome of
interstate interactions, which result on either peace or conflict. Effective
prediction of the possibility of conflict between states is an important
decision support tool for policy makers. In a previous research, neural
networks (NNs) have been implemented to predict the MID. Support Vector
Machines (SVMs) have proven to be very good prediction techniques and are
introduced for the prediction of MIDs in this study and compared to neural
networks. The results show that SVMs predict MID better than NNs while NNs give
more consistent and easy to interpret sensitivity analysis than SVMs.","[{'version': 'v1', 'created': 'Wed, 9 May 2007 05:53:30 GMT'}]",2007-05-23,"[['Habtemariam', 'E.', ''], ['Marwala', 'T.', ''], ['Lagazio', 'M.', '']]",741,116,['cs.AI'],2,0,2007
705.1244,Marc Schoenauer,"Nicolas Godzik (INRIA Futurs, INRIA Rocquencourt), Marc Schoenauer
  (INRIA Futurs, INRIA Rocquencourt), Mich\`ele Sebag (INRIA Futurs, LRI)",Evolving Symbolic Controllers,,"Dans 4th European Workshop on Evolutionary Robotics, 2611 (2003)
  638-650",,,cs.AI,,"The idea of symbolic controllers tries to bridge the gap between the top-down
manual design of the controller architecture, as advocated in Brooks'
subsumption architecture, and the bottom-up designer-free approach that is now
standard within the Evolutionary Robotics community. The designer provides a
set of elementary behavior, and evolution is given the goal of assembling them
to solve complex tasks. Two experiments are presented, demonstrating the
efficiency and showing the recursiveness of this approach. In particular, the
sensitivity with respect to the proposed elementary behaviors, and the
robustness w.r.t. generalization of the resulting controllers are studied in
detail.","[{'version': 'v1', 'created': 'Wed, 9 May 2007 09:53:31 GMT'}]",2007-05-23,"[['Godzik', 'Nicolas', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Schoenauer', 'Marc', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Sebag', 'Michèle', '', 'INRIA Futurs, LRI']]",689,98,['cs.AI'],6,0,2007
705.1309,Marc Schoenauer,"Alexandre Devert (INRIA Futurs), Nicolas Bred\`eche (INRIA Futurs),
  Marc Schoenauer (INRIA Futurs)",Robust Multi-Cellular Developmental Design,,Dans Genetic and Evolutionary Computation COnference (2007),,,cs.AI,,"This paper introduces a continuous model for Multi-cellular Developmental
Design. The cells are fixed on a 2D grid and exchange ""chemicals"" with their
neighbors during the growth process. The quantity of chemicals that a cell
produces, as well as the differentiation value of the cell in the phenotype,
are controlled by a Neural Network (the genotype) that takes as inputs the
chemicals produced by the neighboring cells at the previous time step. In the
proposed model, the number of iterations of the growth process is not
pre-determined, but emerges during evolution: only organisms for which the
growth process stabilizes give a phenotype (the stable state), others are
declared nonviable. The optimization of the controller is done using the NEAT
algorithm, that optimizes both the topology and the weights of the Neural
Networks. Though each cell only receives local information from its neighbors,
the experimental results of the proposed approach on the 'flags' problems (the
phenotype must match a given 2D pattern) are almost as good as those of a
direct regression approach using the same model with global information.
Moreover, the resulting multi-cellular organisms exhibit almost perfect
self-healing characteristics.","[{'version': 'v1', 'created': 'Wed, 9 May 2007 15:33:34 GMT'}]",2007-05-23,"[['Devert', 'Alexandre', '', 'INRIA Futurs'], ['Bredèche', 'Nicolas', '', 'INRIA Futurs'], ['Schoenauer', 'Marc', '', 'INRIA Futurs']]",1233,189,['cs.AI'],3,0,2007
705.1585,Tshilidzi Marwala,"Unathi Mahola, Fulufhelo V. Nelwamondo, Tshilidzi Marwala","HMM Speaker Identification Using Linear and Non-linear Merging
  Techniques",6 pages,,,,cs.LG,,"Speaker identification is a powerful, non-invasive and in-expensive biometric
technique. The recognition accuracy, however, deteriorates when noise levels
affect a specific band of frequency. In this paper, we present a sub-band based
speaker identification that intends to improve the live testing performance.
Each frequency sub-band is processed and classified independently. We also
compare the linear and non-linear merging techniques for the sub-bands
recognizer. Support vector machines and Gaussian Mixture models are the
non-linear merging techniques that are investigated. Results showed that the
sub-band based method used with linear merging techniques enormously improved
the performance of the speaker identification over the performance of wide-band
recognizers when tested live. A live testing improvement of 9.78% was achieved","[{'version': 'v1', 'created': 'Fri, 11 May 2007 04:54:54 GMT'}]",2007-05-23,"[['Mahola', 'Unathi', ''], ['Nelwamondo', 'Fulufhelo V.', ''], ['Marwala', 'Tshilidzi', '']]",843,115,['cs.LG'],3,0,2007
705.1617,Daegene Song,Daegene Song,Non-Computability of Consciousness,"10 pages, 2 figures, 1 table","NeuroQuantology 5, 382 (2007).",,,quant-ph astro-ph cs.AI,,"With the great success in simulating many intelligent behaviors using
computing devices, there has been an ongoing debate whether all conscious
activities are computational processes. In this paper, the answer to this
question is shown to be no. A certain phenomenon of consciousness is
demonstrated to be fully represented as a computational process using a quantum
computer. Based on the computability criterion discussed with Turing machines,
the model constructed is shown to necessarily involve a non-computable element.
The concept that this is solely a quantum effect and does not work for a
classical case is also discussed.","[{'version': 'v1', 'created': 'Fri, 11 May 2007 10:16:48 GMT'}]",2011-11-09,"[['Song', 'Daegene', '']]",632,97,"['quant-ph', 'astro-ph', 'cs.AI']",1,0,2011
705.1673,Tshilidzi Marwala,"L. Mdlazi, C.J. Stander, P.S. Heyns and T. Marwala","Using artificial intelligence for data reduction in mechanical
  engineering",6 pages,,,,cs.CE cs.AI cs.NE,,"In this paper artificial neural networks and support vector machines are used
to reduce the amount of vibration data that is required to estimate the Time
Domain Average of a gear vibration signal. Two models for estimating the time
domain average of a gear vibration signal are proposed. The models are tested
on data from an accelerated gear life test rig. Experimental results indicate
that the required data for calculating the Time Domain Average of a gear
vibration signal can be reduced by up to 75% when the proposed models are
implemented.","[{'version': 'v1', 'created': 'Fri, 11 May 2007 15:49:40 GMT'}]",2007-05-23,"[['Mdlazi', 'L.', ''], ['Stander', 'C. J.', ''], ['Heyns', 'P. S.', ''], ['Marwala', 'T.', '']]",548,92,"['cs.CE', 'cs.AI', 'cs.NE']",3,0,2007
